timestamp,frame_id,shoulder_x,shoulder_y,elbow_x,elbow_y,hip_x,hip_y,angle_deg,rep_state,feedback_msg
2.387,32,0.3929,0.5607,0.3100,0.7990,0.4207,1.0256,22.6,down,
2.456,33,0.3958,0.5572,0.3018,0.7882,0.4221,1.0233,25.4,down,
2.522,34,0.3967,0.5583,0.2992,0.7846,0.4221,1.0177,26.5,down,
2.594,35,0.3988,0.5578,0.2998,0.7776,0.4232,1.0065,27.4,down,
2.653,36,0.4001,0.5584,0.2975,0.7691,0.4270,1.0041,29.4,down,
2.731,37,0.4005,0.5591,0.2933,0.7619,0.4299,1.0050,31.6,down,
2.788,38,0.4004,0.5595,0.2887,0.7573,0.4300,1.0076,33.2,down,
2.859,39,0.4003,0.5605,0.2842,0.7499,0.4301,1.0097,35.3,down,
2.922,40,0.4003,0.5606,0.2804,0.7436,0.4300,1.0112,37.0,down,
2.988,41,0.3997,0.5614,0.2769,0.7418,0.4299,1.0122,38.1,down,
3.056,42,0.3991,0.5627,0.2747,0.7418,0.4294,1.0129,38.6,down,
3.120,43,0.3981,0.5636,0.2745,0.7405,0.4288,1.0135,38.8,down,
3.188,44,0.3971,0.5639,0.2719,0.7393,0.4270,1.0139,39.3,down,
3.254,45,0.3965,0.5648,0.2707,0.7357,0.4265,1.0145,40.2,down,
3.322,46,0.3956,0.5657,0.2683,0.7339,0.4261,1.0145,41.0,down,
3.398,47,0.3949,0.5664,0.2654,0.7322,0.4252,1.0153,41.9,down,
3.453,48,0.3945,0.5665,0.2630,0.7306,0.4248,1.0155,42.6,down,
3.520,49,0.3944,0.5669,0.2604,0.7162,0.4244,1.0158,45.7,down,
3.589,50,0.3942,0.5663,0.2608,0.6852,0.4240,1.0160,52.1,down,
3.656,51,0.3942,0.5640,0.2597,0.6807,0.4234,1.0157,52.8,down,
3.721,52,0.3943,0.5616,0.2586,0.6742,0.4233,1.0155,54.0,down,
3.795,53,0.3950,0.5606,0.2512,0.6743,0.4233,1.0136,55.2,down,
3.855,54,0.3955,0.5593,0.2476,0.6687,0.4234,1.0120,57.0,down,
3.924,55,0.3945,0.5594,0.2468,0.6637,0.4229,1.0127,58.4,down,
3.998,56,0.3944,0.5594,0.2476,0.6507,0.4229,1.0140,61.7,up,
4.057,57,0.3941,0.5603,0.2434,0.6460,0.4229,1.0155,64.0,up,
4.119,58,0.3942,0.5607,0.2432,0.6433,0.4229,1.0162,64.9,up,
4.188,59,0.3947,0.5608,0.2438,0.6425,0.4226,1.0165,65.1,up,
4.255,60,0.3953,0.5608,0.2442,0.6401,0.4226,1.0172,65.7,up,
4.320,61,0.3955,0.5609,0.2444,0.6404,0.4226,1.0182,65.7,up,
4.388,62,0.3956,0.5610,0.2438,0.6415,0.4222,1.0201,65.4,up,
4.453,63,0.3957,0.5615,0.2431,0.6421,0.4222,1.0214,65.4,up,
4.523,64,0.3957,0.5645,0.2433,0.6429,0.4224,1.0214,66.1,up,
4.587,65,0.3957,0.5650,0.2435,0.6426,0.4227,1.0209,66.4,up,
4.656,66,0.3957,0.5655,0.2441,0.6388,0.4231,1.0208,67.7,up,
4.723,67,0.3951,0.5668,0.2441,0.6358,0.4231,1.0209,68.9,up,
4.786,68,0.3940,0.5687,0.2405,0.6360,0.4228,1.0219,70.0,up,
4.855,69,0.3927,0.5710,0.2397,0.6365,0.4223,1.0248,70.6,up,
4.922,70,0.3912,0.5714,0.2400,0.6370,0.4218,1.0262,70.4,up,
4.990,71,0.3904,0.5725,0.2401,0.6384,0.4217,1.0271,70.3,up,
5.055,72,0.3887,0.5735,0.2387,0.6404,0.4212,1.0271,70.1,up,
5.122,73,0.3883,0.5762,0.2383,0.6422,0.4209,1.0279,70.4,up,
5.190,74,0.3881,0.5762,0.2383,0.6427,0.4204,1.0250,70.2,up,
5.256,75,0.3877,0.5758,0.2379,0.6457,0.4196,1.0219,69.1,up,
5.322,76,0.3877,0.5762,0.2392,0.6520,0.4193,1.0229,67.0,up,
5.387,77,0.3877,0.5771,0.2392,0.6578,0.4194,1.0247,65.5,up,
5.457,78,0.3877,0.5772,0.2401,0.6585,0.4194,1.0267,65.2,up,
5.522,79,0.3873,0.5771,0.2410,0.6567,0.4193,1.0277,65.5,up,
5.597,80,0.3870,0.5777,0.2407,0.6556,0.4189,1.0277,66.0,up,
5.655,81,0.3859,0.5781,0.2404,0.6555,0.4185,1.0277,66.1,up,
5.722,82,0.3851,0.5781,0.2403,0.6546,0.4182,1.0286,66.4,up,
5.787,83,0.3842,0.5782,0.2395,0.6543,0.4181,1.0289,66.5,up,
5.856,84,0.3825,0.5798,0.2371,0.6551,0.4169,1.0278,67.0,up,
5.923,85,0.3822,0.5822,0.2368,0.6552,0.4166,1.0283,67.8,up,
5.989,86,0.3816,0.5827,0.2360,0.6575,0.4154,1.0290,67.2,up,
6.055,87,0.3798,0.5828,0.2350,0.6581,0.4138,1.0297,66.9,up,
6.122,88,0.3790,0.5833,0.2337,0.6593,0.4127,1.0298,66.7,up,
6.189,89,0.3789,0.5833,0.2337,0.6590,0.4121,1.0296,66.7,up,
6.256,90,0.3787,0.5833,0.2335,0.6545,0.4121,1.0297,68.2,up,
6.322,91,0.3777,0.5823,0.2325,0.6312,0.4115,1.0298,75.7,up,
6.387,92,0.3773,0.5814,0.2287,0.6119,0.4106,1.0300,82.6,up,
6.455,93,0.3769,0.5805,0.2274,0.6046,0.4089,1.0298,84.9,up,
6.522,94,0.3769,0.5785,0.2275,0.5987,0.4089,1.0278,86.4,up,
6.590,95,0.3770,0.5765,0.2276,0.5927,0.4058,1.0261,87.5,up,
6.665,96,0.3768,0.5758,0.2265,0.5944,0.4049,1.0243,86.5,up,
6.721,97,0.3762,0.5759,0.2265,0.5944,0.4026,1.0244,86.3,up,
6.799,98,0.3758,0.5761,0.2266,0.5947,0.4014,1.0251,86.1,up,
6.856,99,0.3751,0.5762,0.2268,0.5959,0.3991,1.0254,85.5,up,
6.922,100,0.3740,0.5784,0.2269,0.6067,0.3983,1.0265,82.2,up,
6.989,101,0.3729,0.5789,0.2266,0.6175,0.3976,1.0275,78.4,up,
7.060,102,0.3729,0.5802,0.2284,0.6230,0.3978,1.0279,76.7,up,
7.123,103,0.3728,0.5801,0.2288,0.6304,0.3984,1.0291,74.0,up,
7.189,104,0.3719,0.5825,0.2294,0.6366,0.3996,1.0324,72.7,up,
7.255,105,0.3709,0.5840,0.2292,0.6443,0.3998,1.0351,70.6,up,
7.329,106,0.3706,0.5842,0.2293,0.6470,0.3999,1.0363,69.7,up,
7.386,107,0.3704,0.5849,0.2293,0.6507,0.3999,1.0364,68.8,up,
7.457,108,0.3704,0.5846,0.2307,0.6492,0.4000,1.0364,68.9,up,
7.521,109,0.3695,0.5876,0.2302,0.6516,0.3998,1.0365,69.2,up,
7.602,110,0.3680,0.5895,0.2291,0.6528,0.3991,1.0367,69.5,up,
7.662,111,0.3679,0.5916,0.2288,0.6521,0.3990,1.0374,70.5,up,
7.736,112,0.3676,0.5931,0.2273,0.6566,0.3987,1.0383,69.7,up,
7.794,113,0.3672,0.5932,0.2271,0.6571,0.3980,1.0384,69.4,up,
7.865,114,0.3666,0.5936,0.2267,0.6580,0.3976,1.0390,69.3,up,
7.954,115,0.3659,0.5944,0.2257,0.6589,0.3976,1.0432,69.3,up,
8.027,116,0.3642,0.5963,0.2248,0.6593,0.3974,1.0467,69.9,up,
8.103,117,0.3635,0.5969,0.2249,0.6597,0.3968,1.0475,69.8,up,
8.161,118,0.3631,0.5968,0.2242,0.6596,0.3965,1.0469,69.9,up,
8.239,119,0.3630,0.5968,0.2240,0.6624,0.3959,1.0471,68.9,up,
8.294,120,0.3635,0.5967,0.2255,0.6625,0.3958,1.0469,68.6,up,
8.368,121,0.3652,0.5962,0.2259,0.6621,0.3968,1.0468,68.7,up,
8.428,122,0.3694,0.5929,0.2298,0.6607,0.3975,1.0472,67.6,up,
8.500,123,0.3745,0.5860,0.2328,0.6562,0.4000,1.0472,66.8,up,
8.562,124,0.3831,0.5817,0.2443,0.6566,0.4061,1.0476,64.5,up,
8.631,125,0.3957,0.5810,0.2595,0.6578,0.4133,1.0478,62.7,up,
8.694,126,0.4078,0.5799,0.2725,0.6583,0.4251,1.0398,62.1,up,
8.766,127,0.4205,0.5758,0.2903,0.6557,0.4392,1.0282,60.8,up,
8.827,128,0.4332,0.5751,0.3062,0.6491,0.4595,1.0254,63.1,up,
8.895,129,0.4445,0.5750,0.3166,0.6467,0.4706,1.0255,64.0,up,
8.960,130,0.4510,0.5751,0.3222,0.6464,0.4766,1.0262,64.3,up,
9.033,131,0.4561,0.5752,0.3303,0.6420,0.4811,1.0266,65.2,up,
9.095,132,0.4609,0.5747,0.3365,0.6336,0.4836,1.0244,67.6,up,
9.163,133,0.4654,0.5728,0.3411,0.6276,0.4871,1.0226,68.9,up,
9.228,134,0.4724,0.5706,0.3458,0.6256,0.4901,1.0193,68.8,up,
9.296,135,0.4764,0.5697,0.3497,0.6285,0.4922,1.0195,67.1,up,
9.361,136,0.4811,0.5697,0.3553,0.6293,0.4954,1.0197,66.5,up,
9.433,137,0.4839,0.5695,0.3563,0.6366,0.4951,1.0198,63.7,up,
9.495,138,0.4875,0.5695,0.3611,0.6540,0.4992,1.0201,57.7,up,
9.563,139,0.4881,0.5695,0.3653,0.6630,0.5036,1.0202,54.7,up,
9.629,140,0.4868,0.5688,0.3649,0.6631,0.5081,1.0198,55.0,up,
9.699,141,0.4864,0.5688,0.3685,0.6665,0.5119,1.0199,53.6,up,
9.760,142,0.4860,0.5688,0.3698,0.6673,0.5140,1.0214,53.2,up,
9.843,143,0.4866,0.5688,0.3705,0.6690,0.5135,1.0230,52.6,up,
9.930,144,0.4860,0.5682,0.3700,0.6709,0.5130,1.0224,51.9,up,
10.002,145,0.4857,0.5678,0.3689,0.6704,0.5133,1.0224,52.2,up,
10.061,146,0.4857,0.5678,0.3679,0.6721,0.5137,1.0226,52.0,up,
10.132,147,0.4865,0.5677,0.3674,0.6718,0.5129,1.0226,52.2,up,
10.195,148,0.4865,0.5677,0.3668,0.6685,0.5115,1.0204,53.0,up,
10.286,149,0.4866,0.5683,0.3666,0.6659,0.5113,1.0222,54.0,up,
10.363,150,0.4871,0.5681,0.3622,0.6362,0.5087,1.0223,64.1,up,
10.433,151,0.4871,0.5682,0.3600,0.6287,0.5084,1.0269,67.2,up,
10.493,152,0.4872,0.5687,0.3576,0.6300,0.5080,1.0271,67.3,up,
10.575,153,0.4871,0.5700,0.3562,0.6322,0.5070,1.0271,67.1,up,
10.664,154,0.4871,0.5698,0.3576,0.6363,0.5061,1.0257,65.2,up,
10.735,155,0.4871,0.5700,0.3588,0.6589,0.5053,1.0233,57.6,up,
10.796,156,0.4875,0.5697,0.3620,0.6637,0.5053,1.0179,55.4,up,
10.874,157,0.4875,0.5692,0.3625,0.6658,0.5051,1.0169,54.6,up,
10.925,158,0.4873,0.5692,0.3632,0.6679,0.5052,1.0158,53.8,up,
10.999,159,0.4873,0.5692,0.3638,0.6736,0.5071,1.0183,52.3,up,
11.059,160,0.4873,0.5671,0.3648,0.6735,0.5070,1.0182,51.5,up,
11.141,161,0.4873,0.5670,0.3649,0.6745,0.5070,1.0189,51.2,up,
11.196,162,0.4874,0.5670,0.3652,0.6740,0.5069,1.0174,51.3,up,
11.266,163,0.4874,0.5671,0.3654,0.6762,0.5071,1.0174,50.7,up,
11.327,164,0.4869,0.5677,0.3649,0.6798,0.5071,1.0174,50.0,up,
11.400,165,0.4868,0.5683,0.3643,0.6854,0.5067,1.0175,48.8,up,
11.462,166,0.4869,0.5698,0.3640,0.6882,0.5062,1.0171,48.5,up,
11.543,167,0.4869,0.5708,0.3632,0.6881,0.5063,1.0190,49.0,up,
11.595,168,0.4870,0.5723,0.3613,0.6875,0.5063,1.0244,49.9,up,
11.678,169,0.4872,0.5748,0.3524,0.6867,0.5065,1.0304,52.7,up,
11.763,170,0.4864,0.5780,0.3475,0.6865,0.5056,1.0301,54.4,up,
11.834,171,0.4861,0.5791,0.3481,0.6865,0.5054,1.0300,54.5,up,
11.896,172,0.4851,0.5835,0.3431,0.6920,0.5054,1.0343,55.2,up,
11.963,173,0.4851,0.5845,0.3441,0.6904,0.5054,1.0398,55.6,up,
12.035,174,0.4851,0.5841,0.3455,0.6901,0.5046,1.0395,55.2,up,
12.094,175,0.4838,0.5838,0.3488,0.6930,0.5042,1.0393,53.6,up,
12.168,176,0.4848,0.5827,0.3541,0.6848,0.5043,1.0353,54.5,up,
12.229,177,0.4846,0.5800,0.3553,0.6828,0.5042,1.0297,54.0,up,
12.301,178,0.4848,0.5780,0.3566,0.6787,0.5044,1.0276,54.4,up,
12.361,179,0.4848,0.5778,0.3595,0.6768,0.5068,1.0281,54.5,up,
12.443,180,0.4860,0.5772,0.3626,0.6768,0.5105,1.0291,54.2,up,
12.496,181,0.4861,0.5771,0.3632,0.6776,0.5107,1.0279,53.8,up,
12.574,182,0.4866,0.5771,0.3646,0.6793,0.5121,1.0279,53.3,up,
12.629,183,0.4876,0.5773,0.3659,0.6794,0.5140,1.0283,53.4,up,
12.709,184,0.4879,0.5773,0.3658,0.6793,0.5142,1.0261,53.5,up,
12.761,185,0.4913,0.5765,0.3662,0.6793,0.5151,1.0260,53.6,up,
12.845,186,0.4930,0.5765,0.3666,0.6784,0.5180,1.0262,54.3,up,
12.930,187,0.4935,0.5772,0.3648,0.6774,0.5190,1.0313,55.3,up,
13.005,188,0.4939,0.5784,0.3621,0.6757,0.5198,1.0375,56.8,up,
13.064,189,0.4941,0.5793,0.3535,0.6706,0.5209,1.0459,60.3,up,
13.134,190,0.4945,0.5794,0.3481,0.6701,0.5221,1.0455,61.6,up,
13.198,191,0.4951,0.5792,0.3490,0.6717,0.5223,1.0458,61.0,up,
13.285,192,0.4951,0.5792,0.3493,0.6754,0.5222,1.0479,59.9,up,
13.362,193,0.4950,0.5793,0.3501,0.6758,0.5210,1.0485,59.5,up,
13.433,194,0.4949,0.5789,0.3534,0.6777,0.5173,1.0463,57.8,up,
13.494,195,0.4938,0.5786,0.3565,0.6872,0.5173,1.0462,54.5,up,
13.560,196,0.4936,0.5782,0.3578,0.6869,0.5167,1.0431,54.2,up,
13.629,197,0.4932,0.5750,0.3597,0.6867,0.5160,1.0333,52.9,up,
13.717,198,0.4927,0.5742,0.3607,0.6856,0.5161,1.0298,52.8,up,
13.798,199,0.4925,0.5735,0.3638,0.6850,0.5165,1.0299,52.1,up,
13.886,200,0.4925,0.5732,0.3652,0.6848,0.5175,1.0300,51.9,up,
13.965,201,0.4929,0.5731,0.3668,0.6848,0.5196,1.0300,51.8,up,
14.053,202,0.4933,0.5730,0.3699,0.6846,0.5234,1.0309,51.6,up,
14.131,203,0.4967,0.5724,0.3717,0.6852,0.5258,1.0310,51.6,up,
14.221,204,0.5003,0.5721,0.3732,0.6852,0.5267,1.0283,51.7,up,
14.298,205,0.5065,0.5715,0.3788,0.6851,0.5301,1.0295,51.3,up,
14.395,206,0.5091,0.5715,0.3804,0.6851,0.5340,1.0333,51.6,up,
14.462,207,0.5102,0.5716,0.3792,0.6816,0.5367,1.0408,53.2,up,
14.540,208,0.5126,0.5716,0.3744,0.6783,0.5407,1.0483,55.7,up,
14.595,209,0.5130,0.5716,0.3714,0.6787,0.5423,1.0550,56.4,up,
14.679,210,0.5129,0.5719,0.3706,0.6855,0.5432,1.0602,54.9,up,
14.763,211,0.5125,0.5719,0.3720,0.6963,0.5434,1.0582,52.1,up,
14.835,212,0.5134,0.5713,0.3796,0.7099,0.5453,1.0558,47.8,up,
14.897,213,0.5132,0.5708,0.3915,0.7219,0.5460,1.0497,42.7,down,Repetición válida
14.986,214,0.5116,0.5687,0.3955,0.7295,0.5460,1.0427,40.0,down,
15.064,215,0.5025,0.5590,0.3947,0.7470,0.5428,1.0393,34.6,down,
15.135,216,0.4883,0.5556,0.3931,0.7710,0.5341,1.0401,29.2,down,
15.196,217,0.4659,0.5516,0.3897,0.8035,0.5220,1.0448,23.3,down,
15.263,218,0.4543,0.5492,0.3870,0.8237,0.5162,1.0506,20.8,down,
15.329,219,0.4268,0.5468,0.3786,0.8364,0.4928,1.0576,16.8,down,
15.403,220,0.4069,0.5425,0.3755,0.8411,0.4527,1.0666,11.0,down,
15.463,221,0.3932,0.5368,0.3579,0.8654,0.4362,1.0654,10.8,down,
15.552,222,0.3812,0.5347,0.3365,0.8730,0.4159,1.0645,11.3,down,
15.631,223,0.3678,0.5356,0.3180,0.8799,0.4028,1.0639,12.0,down,
15.727,224,0.3601,0.5363,0.3090,0.8893,0.3934,1.0634,11.8,down,
15.796,225,0.3518,0.5422,0.2978,0.9084,0.3863,1.0643,12.2,down,
15.870,226,0.3459,0.5483,0.2920,0.9197,0.3794,1.0649,12.0,down,
15.944,227,0.3442,0.5518,0.2957,0.9243,0.3790,1.0649,11.3,down,
16.010,228,0.3427,0.5544,0.2962,0.9276,0.3759,1.0688,10.8,down,
16.081,229,0.3415,0.5591,0.2907,0.9299,0.3828,1.0965,12.2,down,
16.153,230,0.3433,0.5596,0.2873,0.9214,0.3816,1.1056,12.8,down,
16.225,231,0.3443,0.5617,0.2917,0.9175,0.3854,1.1138,12.7,down,
16.293,232,0.3471,0.5616,0.2930,0.9153,0.3850,1.1218,12.6,down,
16.350,233,0.3495,0.5615,0.2947,0.9143,0.3856,1.1274,12.5,down,
16.422,234,0.3508,0.5614,0.2958,0.9118,0.3865,1.1345,12.5,down,
16.486,235,0.3512,0.5614,0.2962,0.9114,0.3874,1.1352,12.5,down,
16.555,236,0.3528,0.5638,0.2981,0.9104,0.3882,1.1367,12.5,down,
16.626,237,0.3550,0.5638,0.2984,0.9096,0.3887,1.1399,12.6,down,
16.690,238,0.3567,0.5653,0.2986,0.9041,0.3888,1.1470,12.9,down,
16.763,239,0.3585,0.5670,0.2992,0.9038,0.3890,1.1511,13.0,down,
16.823,240,0.3623,0.5673,0.3018,0.9024,0.3891,1.1543,12.9,down,
16.898,241,0.3645,0.5673,0.3029,0.9012,0.3892,1.1525,12.9,down,
16.950,242,0.3662,0.5673,0.3048,0.9010,0.3902,1.1518,12.8,down,
17.020,243,0.3662,0.5699,0.3077,0.9175,0.3903,1.1528,11.9,down,
17.072,244,0.3671,0.5699,0.3076,0.9169,0.3905,1.1525,12.0,down,
17.141,245,0.3677,0.5699,0.3077,0.9139,0.3911,1.1520,12.2,down,
17.209,246,0.3688,0.5697,0.3077,0.9110,0.3917,1.1517,12.4,down,
17.279,247,0.3687,0.5703,0.3063,0.9102,0.3915,1.1514,12.6,down,
17.331,248,0.3687,0.5707,0.3052,0.9093,0.3916,1.1527,12.9,down,
17.426,249,0.3684,0.5710,0.3049,0.9121,0.3916,1.1532,12.8,down,
17.490,250,0.3685,0.5710,0.3049,0.9110,0.3917,1.1534,12.9,down,
17.562,251,0.3687,0.5708,0.3054,0.9097,0.3919,1.1545,12.9,down,
17.624,252,0.3687,0.5710,0.3047,0.9096,0.3922,1.1558,13.0,down,
17.699,253,0.3667,0.5754,0.3067,0.9184,0.3923,1.1569,12.4,down,
17.767,254,0.3664,0.5756,0.3059,0.9175,0.3924,1.1593,12.6,down,
17.835,255,0.3663,0.5758,0.3050,0.9168,0.3926,1.1599,12.8,down,
17.904,256,0.3660,0.5771,0.3050,0.9166,0.3926,1.1622,12.8,down,
17.976,257,0.3650,0.5797,0.3042,0.9207,0.3927,1.1662,12.8,down,
18.057,258,0.3646,0.5803,0.3020,0.9207,0.3918,1.1684,13.1,down,
18.115,259,0.3636,0.5812,0.3020,0.9203,0.3913,1.1719,13.0,down,
18.188,260,0.3632,0.5815,0.2990,0.9209,0.3907,1.1747,13.4,down,
18.270,261,0.3624,0.5820,0.2960,0.9215,0.3897,1.1777,13.7,down,
18.338,262,0.3608,0.5829,0.2933,0.9257,0.3876,1.1817,13.7,down,
18.412,263,0.3602,0.5842,0.2936,0.9269,0.3769,1.1986,12.6,down,
18.492,264,0.3600,0.5842,0.2919,0.9268,0.3737,1.2060,12.5,down,
18.549,265,0.3600,0.5844,0.2913,0.9266,0.3709,1.2087,12.4,down,
18.629,266,0.3593,0.5844,0.2908,0.9267,0.3724,1.2033,12.5,down,
18.690,267,0.3589,0.5844,0.2903,0.9268,0.3739,1.1999,12.7,down,
18.753,268,0.3588,0.5844,0.2904,0.9267,0.3713,1.2043,12.5,down,
18.827,269,0.3589,0.5841,0.2901,0.9267,0.3700,1.2039,12.4,down,
18.895,270,0.3590,0.5838,0.2901,0.9225,0.3773,1.1964,13.2,down,
18.963,271,0.3589,0.5838,0.2901,0.9225,0.3794,1.1900,13.4,down,
19.031,272,0.3596,0.5822,0.2902,0.9201,0.3803,1.1846,13.6,down,
19.099,273,0.3596,0.5819,0.2907,0.9201,0.3826,1.1813,13.7,down,
19.194,274,0.3596,0.5814,0.2909,0.9200,0.3845,1.1807,13.9,down,
19.252,275,0.3596,0.5814,0.2914,0.9231,0.3854,1.1794,13.8,down,
19.329,276,0.3596,0.5810,0.2916,0.9231,0.3856,1.1773,13.7,down,
19.396,277,0.3596,0.5813,0.2917,0.9245,0.3868,1.1745,13.8,down,
19.465,278,0.3596,0.5813,0.2952,0.9241,0.3874,1.1740,13.3,down,
19.536,279,0.3597,0.5813,0.2949,0.9225,0.3878,1.1714,13.5,down,
19.594,280,0.3589,0.5815,0.2949,0.9275,0.3878,1.1707,13.3,down,
19.659,281,0.3588,0.5817,0.2945,0.9265,0.3878,1.1699,13.4,down,
19.723,282,0.3588,0.5818,0.2952,0.9247,0.3877,1.1694,13.3,down,
19.794,283,0.3588,0.5818,0.2949,0.9265,0.3877,1.1688,13.3,down,
19.867,284,0.3587,0.5818,0.2962,0.9285,0.3876,1.1687,13.0,down,
19.933,285,0.3582,0.5829,0.2952,0.9351,0.3871,1.1687,13.0,down,
20.009,286,0.3580,0.5834,0.2949,0.9359,0.3868,1.1687,13.0,down,
20.071,287,0.3580,0.5828,0.2951,0.9314,0.3869,1.1687,13.1,down,
20.136,288,0.3580,0.5827,0.2955,0.9313,0.3867,1.1687,13.0,down,
20.198,289,0.3572,0.5847,0.2959,0.9314,0.3864,1.1688,12.9,down,
20.267,290,0.3580,0.5849,0.2966,0.9291,0.3870,1.1708,12.9,down,
20.327,291,0.3578,0.5882,0.2946,0.9284,0.3875,1.1808,13.4,down,
20.405,292,0.3606,0.5858,0.2935,0.8971,0.3875,1.1774,14.8,down,
20.471,293,0.3603,0.5858,0.2942,0.9165,0.3865,1.1787,13.8,down,
20.537,294,0.3577,0.5874,0.2941,0.9367,0.3845,1.1829,12.9,down,
20.601,295,0.3529,0.5914,0.2891,0.9571,0.3817,1.1892,12.7,down,
20.669,296,0.3491,0.5919,0.2888,0.9589,0.3794,1.1904,12.2,down,
20.737,297,0.3427,0.5961,0.2850,0.9739,0.3776,1.1901,12.1,down,
20.807,298,0.3338,0.6009,0.2729,0.9758,0.3640,1.1991,12.1,down,
20.871,299,0.3297,0.6020,0.2663,0.9750,0.3654,1.1858,13.1,down,
20.937,300,0.3294,0.5997,0.2640,0.9742,0.3662,1.1463,13.8,down,
21.003,301,0.3280,0.5983,0.2639,0.9742,0.3669,1.1462,13.7,down,
21.064,302,0.3290,0.5917,0.2628,0.9652,0.3671,1.1174,14.2,down,
21.135,303,0.3294,0.5874,0.2631,0.9661,0.3664,1.1249,13.9,down,
21.195,304,0.3329,0.5800,0.2644,0.9520,0.3715,1.0940,14.7,down,
21.251,305,0.3359,0.5769,0.2662,0.9521,0.3750,1.0978,14.8,down,
21.318,306,0.3403,0.5723,0.2752,0.9432,0.3797,1.1040,14.2,down,
21.394,307,0.3442,0.5696,0.2775,0.9394,0.3833,1.1084,14.4,down,
21.466,308,0.3489,0.5671,0.2836,0.9365,0.3854,1.1111,13.9,down,
21.541,309,0.3559,0.5628,0.2859,0.9357,0.3878,1.1154,13.9,down,
21.602,310,0.3635,0.5575,0.2884,0.9352,0.3917,1.1224,14.1,down,
21.666,311,0.3657,0.5555,0.2891,0.9354,0.3944,1.1375,14.2,down,
21.720,312,0.3698,0.5538,0.2940,0.9366,0.3960,1.1514,13.7,down,
21.786,313,0.3694,0.5536,0.2970,0.9374,0.3971,1.1616,13.3,down,
21.864,314,0.3710,0.5540,0.3031,0.9449,0.4009,1.1624,12.7,down,
21.932,315,0.3719,0.5517,0.3068,0.9307,0.4020,1.1625,12.6,down,
22.000,316,0.3719,0.5515,0.3094,0.9313,0.3969,1.1746,11.6,down,
22.053,317,0.3718,0.5517,0.3103,0.9361,0.3956,1.1859,11.2,down,
22.118,318,0.3720,0.5515,0.3108,0.9362,0.3953,1.1838,11.2,down,
22.187,319,0.3724,0.5516,0.3113,0.9364,0.4016,1.1678,11.7,down,
22.252,320,0.3722,0.5551,0.3091,0.9479,0.4012,1.1785,11.8,down,
22.331,321,0.3721,0.5565,0.3094,0.9478,0.4073,1.1709,12.4,down,
