timestamp,frame_id,shoulder_x,shoulder_y,elbow_x,elbow_y,hip_x,hip_y,angle_deg,rep_state,feedback_msg
3.099,44,0.3774,0.7408,0.2972,1.1158,0.4469,1.4396,17.8,down,
3.167,45,0.3771,0.7392,0.2971,1.1162,0.4451,1.4384,17.5,down,
3.235,46,0.3767,0.7393,0.2948,1.1152,0.4454,1.4383,17.9,down,
3.300,47,0.3771,0.7391,0.2953,1.1166,0.4453,1.4431,17.8,down,
3.361,48,0.3757,0.7390,0.2938,1.1161,0.4427,1.4425,17.7,down,
3.435,49,0.3757,0.7380,0.2922,1.1007,0.4422,1.4312,18.4,down,
3.511,50,0.3760,0.7370,0.2844,1.0864,0.4394,1.4147,20.0,down,
3.565,51,0.3760,0.7369,0.2844,1.0793,0.4391,1.4106,20.3,down,
3.644,52,0.3760,0.7365,0.2872,1.0851,0.4370,1.4131,19.5,down,
3.698,53,0.3760,0.7364,0.2833,1.0839,0.4378,1.4263,20.1,down,
3.765,54,0.3760,0.7360,0.2867,1.0952,0.4378,1.4281,19.1,down,
3.839,55,0.3758,0.7369,0.2878,1.0940,0.4381,1.4298,19.0,down,
3.907,56,0.3758,0.7375,0.2843,1.0910,0.4382,1.4298,19.7,down,
3.994,57,0.3764,0.7376,0.2811,1.0899,0.4382,1.4245,20.3,down,
4.069,58,0.3766,0.7387,0.2814,1.0868,0.4398,1.4176,20.6,down,
4.137,59,0.3763,0.7387,0.2859,1.1007,0.4388,1.4140,19.3,down,
4.202,60,0.3763,0.7413,0.2859,1.1007,0.4390,1.4179,19.4,down,
4.265,61,0.3766,0.7406,0.2888,1.1014,0.4390,1.4180,18.9,down,
4.329,62,0.3769,0.7405,0.2893,1.1023,0.4403,1.4262,18.9,down,
4.401,63,0.3775,0.7403,0.2937,1.0969,0.4415,1.4278,18.5,down,
4.467,64,0.3768,0.7411,0.2922,1.0986,0.4416,1.4338,18.7,down,
4.534,65,0.3768,0.7404,0.2920,1.0987,0.4422,1.4344,18.7,down,
4.597,66,0.3781,0.7381,0.2974,1.0989,0.4424,1.4377,17.9,down,
4.667,67,0.3781,0.7376,0.2915,1.0916,0.4431,1.4375,19.0,down,
4.731,68,0.3785,0.7376,0.2950,1.0967,0.4440,1.4380,18.4,down,
4.798,69,0.3784,0.7390,0.2985,1.1413,0.4442,1.4430,16.6,down,
4.868,70,0.3827,0.7325,0.3021,1.1352,0.4439,1.4306,16.3,down,
4.936,71,0.3819,0.7326,0.2962,1.1034,0.4409,1.4480,17.7,down,
5.000,72,0.3815,0.7294,0.2685,1.0569,0.4407,1.4479,23.7,down,
5.068,73,0.3803,0.7294,0.2709,1.0997,0.4392,1.4500,21.1,down,
5.131,74,0.3780,0.7390,0.2772,1.1263,0.4397,1.4547,19.5,down,
5.200,75,0.3779,0.7373,0.2777,1.1248,0.4376,1.4522,19.3,down,
5.276,76,0.3772,0.7377,0.2745,1.0900,0.4373,1.4565,21.0,down,
5.338,77,0.3769,0.7374,0.2746,1.0897,0.4374,1.4562,21.0,down,
5.414,78,0.3773,0.7390,0.2730,1.0985,0.4396,1.4647,21.1,down,
5.476,79,0.3777,0.7392,0.2732,1.1168,0.4425,1.4678,20.5,down,
5.527,80,0.3779,0.7389,0.2749,1.1168,0.4425,1.4675,20.3,down,
5.603,81,0.3786,0.7301,0.2751,1.1135,0.4424,1.4670,20.1,down,
5.663,82,0.3782,0.7293,0.2754,1.1151,0.4388,1.4675,19.6,down,
5.726,83,0.3783,0.7059,0.2668,0.9726,0.4356,1.4533,27.1,down,
5.800,84,0.3782,0.7068,0.2634,0.9954,0.4305,1.4508,25.7,down,
5.873,85,0.3745,0.7051,0.2534,0.9949,0.4158,1.4472,25.9,down,
5.944,86,0.3744,0.7098,0.2492,1.0004,0.4161,1.4507,26.5,down,
5.996,87,0.3702,0.7269,0.2273,1.0169,0.4166,1.4854,29.7,down,
6.068,88,0.3702,0.7280,0.2210,1.0112,0.4184,1.4894,31.4,down,
6.136,89,0.3703,0.7277,0.2435,1.0150,0.4243,1.4876,27.9,down,
6.192,90,0.3658,0.7292,0.2738,1.1490,0.4244,1.4862,16.8,down,
6.255,91,0.3659,0.7284,0.2875,1.1036,0.4299,1.4807,16.7,down,
6.316,92,0.3712,0.7208,0.2950,1.1056,0.4301,1.4562,15.8,down,
6.392,93,0.3711,0.7298,0.2914,1.1250,0.4367,1.4565,16.6,down,
6.461,94,0.3712,0.7294,0.2904,1.1217,0.4374,1.4485,16.9,down,
6.529,95,0.3714,0.7286,0.2899,1.1187,0.4410,1.4480,17.3,down,
6.598,96,0.3718,0.7287,0.3014,1.1225,0.4411,1.4448,15.7,down,
6.665,97,0.3731,0.7269,0.3064,1.1192,0.4413,1.4378,15.1,down,
6.730,98,0.3736,0.7268,0.3046,1.1159,0.4444,1.4346,15.8,down,
6.793,99,0.3736,0.7273,0.3045,1.1189,0.4397,1.4319,15.4,down,
6.861,100,0.3736,0.7324,0.3002,1.1170,0.4398,1.4323,16.2,down,
6.928,101,0.3738,0.7289,0.3094,1.1154,0.4386,1.4290,14.7,down,
6.996,102,0.3737,0.7388,0.3011,1.1172,0.4392,1.4298,16.3,down,
7.066,103,0.3748,0.7385,0.3064,1.0831,0.4392,1.4304,16.6,down,
7.131,104,0.3764,0.7394,0.3012,1.0834,0.4416,1.4308,17.7,down,
7.195,105,0.3767,0.7393,0.3012,1.0781,0.4407,1.4235,17.9,down,
7.267,106,0.3768,0.7392,0.2995,1.0819,0.4401,1.4210,18.0,down,
7.330,107,0.3808,0.7383,0.2951,1.0735,0.4404,1.4084,19.4,down,
7.397,108,0.3848,0.7342,0.2951,1.0305,0.4407,1.3918,21.7,down,
7.464,109,0.3951,0.7285,0.2983,1.0199,0.4447,1.3871,22.7,down,
7.531,110,0.3998,0.7170,0.3225,1.0048,0.4456,1.3779,19.0,down,
7.608,111,0.4017,0.7043,0.3364,0.9965,0.4466,1.3560,16.5,down,
7.670,112,0.4062,0.7052,0.3516,1.0022,0.4474,1.3594,14.0,down,
7.733,113,0.4145,0.6879,0.3664,0.9853,0.4514,1.3367,12.4,down,
7.795,114,0.4267,0.6900,0.3931,0.9802,0.4650,1.3174,10.1,down,
7.862,115,0.4383,0.6915,0.3997,0.9752,0.4792,1.2957,11.6,down,
7.929,116,0.4426,0.6990,0.3981,0.9793,0.4829,1.2827,13.0,down,
7.994,117,0.4480,0.7068,0.4088,0.9810,0.4879,1.2766,12.1,down,
8.067,118,0.4497,0.7095,0.4042,0.9776,0.4895,1.2634,13.8,down,
8.138,119,0.4476,0.7082,0.4053,0.9648,0.4874,1.2306,13.7,down,
8.197,120,0.4461,0.7077,0.4120,0.9511,0.4867,1.1799,12.9,down,
8.253,121,0.4431,0.7038,0.4070,0.9426,0.4760,1.1845,12.5,down,
8.318,122,0.4330,0.7030,0.4064,0.9361,0.4676,1.1831,10.6,down,
8.394,123,0.4224,0.7014,0.4040,0.9344,0.4659,1.1471,10.1,down,
8.462,124,0.4153,0.7002,0.3927,0.9313,0.4575,1.1268,11.2,down,
8.529,125,0.4149,0.6983,0.3899,0.9266,0.4491,1.1246,10.8,down,
8.595,126,0.4132,0.6992,0.3865,0.9251,0.4482,1.1062,11.7,down,
8.665,127,0.4137,0.7086,0.3824,0.9268,0.4490,1.1115,13.2,down,
8.728,128,0.4143,0.7159,0.3819,0.9271,0.4486,1.1167,13.6,down,
8.801,129,0.4146,0.7273,0.3819,0.9292,0.4487,1.1226,14.1,down,
8.871,130,0.4205,0.7358,0.3822,0.9355,0.4493,1.1271,15.1,down,
8.936,131,0.4207,0.7403,0.3846,0.9431,0.4494,1.1299,14.3,down,
8.999,132,0.4228,0.7390,0.3851,0.9452,0.4496,1.1317,14.3,down,
9.072,133,0.4252,0.7378,0.3862,0.9416,0.4520,1.1314,14.7,down,
9.147,134,0.4269,0.7370,0.3881,0.9429,0.4575,1.1320,15.1,down,
9.200,135,0.4288,0.7361,0.3910,0.9429,0.4600,1.1321,14.9,down,
9.268,136,0.4291,0.7354,0.3905,0.9430,0.4601,1.1324,15.0,down,
9.345,137,0.4290,0.7350,0.3909,0.9422,0.4600,1.1328,14.9,down,
9.430,138,0.4289,0.7347,0.3888,0.9442,0.4565,1.1560,14.6,down,
9.495,139,0.4271,0.7347,0.3873,0.9459,0.4491,1.1556,13.7,down,
9.563,140,0.4255,0.7318,0.3848,0.9350,0.4427,1.1548,13.6,down,
9.633,141,0.4196,0.7292,0.3709,0.9355,0.4380,1.1488,15.8,down,
9.693,142,0.4144,0.7292,0.3512,0.9348,0.4366,1.1467,20.1,down,
9.764,143,0.4123,0.7247,0.3328,0.9035,0.4275,1.1462,26.0,down,
9.828,144,0.4094,0.7177,0.2974,0.8748,0.4217,1.1305,37.2,down,
9.895,145,0.4074,0.7116,0.2912,0.8330,0.4203,1.1227,45.5,down,
9.966,146,0.4074,0.7069,0.2877,0.7973,0.4223,1.1238,55.0,down,
10.028,147,0.4032,0.7025,0.2776,0.7733,0.4241,1.1254,63.4,up,
10.100,148,0.4023,0.7009,0.2790,0.7630,0.4252,1.1319,66.3,up,
10.165,149,0.3992,0.7013,0.2683,0.7566,0.4255,1.1403,70.5,up,
10.226,150,0.3991,0.7020,0.2666,0.7518,0.4261,1.1325,73.0,up,
10.299,151,0.3995,0.7023,0.2731,0.7473,0.4332,1.1351,74.8,up,
10.361,152,0.4010,0.7026,0.3203,0.7520,0.4331,1.1396,62.7,up,
10.429,153,0.4014,0.7048,0.2982,0.7533,0.4330,1.1421,69.0,up,
10.498,154,0.4014,0.7094,0.2892,0.7555,0.4306,1.1430,71.5,up,
10.569,155,0.4015,0.7132,0.2895,0.7589,0.4306,1.1470,71.6,up,
10.636,156,0.4039,0.7147,0.3583,0.8082,0.4312,1.1518,29.5,down,Repetición válida
10.693,157,0.4047,0.7228,0.3683,0.8476,0.4316,1.1566,19.8,down,
10.769,158,0.4047,0.7250,0.3544,0.8353,0.4308,1.1629,27.9,down,
10.836,159,0.4046,0.7278,0.3047,0.7785,0.4307,1.1722,66.5,up,
10.896,160,0.4048,0.7275,0.2881,0.7558,0.4309,1.1704,79.7,up,
10.968,161,0.4049,0.7252,0.2770,0.7414,0.4310,1.1695,86.1,up,
11.044,162,0.4055,0.7201,0.2771,0.7345,0.4320,1.1687,87.0,up,
11.104,163,0.4062,0.7181,0.2777,0.7277,0.4326,1.1649,89.1,up,
11.168,164,0.4086,0.7174,0.2805,0.7228,0.4328,1.1626,90.7,up,
11.227,165,0.4086,0.7174,0.2810,0.7158,0.4331,1.1563,93.9,up,
11.297,166,0.4090,0.7158,0.2825,0.7002,0.4345,1.1487,100.4,up,
11.365,167,0.4094,0.7137,0.2834,0.7044,0.4343,1.1481,97.5,up,
11.429,168,0.4093,0.7137,0.2840,0.7048,0.4341,1.1571,97.2,up,
11.504,169,0.4094,0.7166,0.2840,0.7014,0.4324,1.1714,99.8,up,
11.577,170,0.4090,0.7175,0.2842,0.6830,0.4304,1.1759,108.1,up,
11.635,171,0.4087,0.7182,0.2844,0.6786,0.4304,1.1818,110.3,up,
11.695,172,0.4088,0.7182,0.2844,0.6709,0.4304,1.1809,113.5,up,
11.762,173,0.4097,0.7180,0.2858,0.6763,0.4304,1.1797,111.2,up,
11.829,174,0.4098,0.7180,0.2874,0.6796,0.4304,1.1818,110.0,up,
11.896,175,0.4097,0.7179,0.2881,0.6761,0.4303,1.1816,111.5,up,
11.962,176,0.4097,0.7180,0.2856,0.6769,0.4334,1.1920,111.2,up,
12.031,177,0.4094,0.7183,0.2859,0.6752,0.4334,1.1907,112.1,up,
12.103,178,0.4095,0.7185,0.2864,0.6741,0.4335,1.1924,112.8,up,
12.162,179,0.4093,0.7198,0.2866,0.6726,0.4333,1.1919,113.9,up,
12.228,180,0.4086,0.7198,0.2862,0.6711,0.4333,1.2024,114.6,up,
12.306,181,0.4089,0.7187,0.2885,0.6661,0.4333,1.2018,116.5,up,
12.377,182,0.4089,0.7184,0.2902,0.6624,0.4338,1.1950,118.2,up,
12.432,183,0.4089,0.7179,0.2938,0.6605,0.4340,1.1885,119.5,up,
12.497,184,0.4083,0.7188,0.2876,0.6625,0.4335,1.1884,118.1,up,
12.566,185,0.4083,0.7190,0.2882,0.6632,0.4335,1.1883,118.0,up,
12.640,186,0.4080,0.7190,0.2869,0.6667,0.4335,1.1867,116.5,up,
12.712,187,0.4080,0.7183,0.2949,0.6629,0.4335,1.1817,119.3,up,
12.796,188,0.4082,0.7176,0.2967,0.6514,0.4335,1.1739,123.9,up,
12.863,189,0.4082,0.7173,0.2968,0.6534,0.4335,1.1691,123.0,up,
12.935,190,0.4083,0.7173,0.2960,0.6546,0.4351,1.1694,122.6,up,
12.990,191,0.4082,0.7177,0.2946,0.6587,0.4353,1.1740,120.8,up,
13.051,192,0.4076,0.7180,0.2942,0.6664,0.4347,1.1824,117.8,up,
13.129,193,0.4075,0.7187,0.2939,0.6676,0.4347,1.1903,117.5,up,
13.196,194,0.4071,0.7172,0.2939,0.6697,0.4347,1.1906,116.1,up,
13.254,195,0.4069,0.7169,0.2938,0.6697,0.4343,1.1903,116.0,up,
13.327,196,0.4070,0.7175,0.2912,0.6755,0.4342,1.1909,113.2,up,
13.396,197,0.4078,0.7175,0.2938,0.6759,0.4346,1.1901,113.3,up,
13.463,198,0.4080,0.7213,0.2895,0.6858,0.4345,1.1972,109.9,up,
13.535,199,0.4079,0.7241,0.2895,0.6867,0.4340,1.1997,110.7,up,
13.597,200,0.4082,0.7249,0.2890,0.6893,0.4334,1.1994,109.6,up,
13.664,201,0.4085,0.7248,0.2895,0.6934,0.4336,1.2024,107.8,up,
13.735,202,0.4082,0.7250,0.2875,0.6942,0.4331,1.2027,107.3,up,
13.797,203,0.4082,0.7258,0.2876,0.6940,0.4325,1.2026,107.7,up,
13.869,204,0.4081,0.7259,0.2875,0.6943,0.4325,1.2029,107.6,up,
13.937,205,0.4082,0.7258,0.2876,0.6943,0.4325,1.2027,107.6,up,
14.003,206,0.4081,0.7258,0.2892,0.6923,0.4322,1.1957,108.7,up,
14.073,207,0.4082,0.7257,0.2897,0.6913,0.4344,1.2034,109.3,up,
14.145,208,0.4083,0.7254,0.2891,0.6918,0.4344,1.2047,108.9,up,
14.196,209,0.4107,0.7245,0.2891,0.6927,0.4393,1.2038,108.1,up,
14.258,210,0.4115,0.7216,0.2896,0.6971,0.4391,1.1926,104.7,up,
14.334,211,0.4127,0.7207,0.2898,0.6984,0.4395,1.1900,103.6,up,
14.397,212,0.4139,0.7207,0.2901,0.7018,0.4405,1.1854,102.0,up,
14.470,213,0.4152,0.7199,0.2910,0.7030,0.4404,1.1755,100.9,up,
14.541,214,0.4151,0.7197,0.2909,0.7030,0.4396,1.1712,100.8,up,
14.603,215,0.4151,0.7198,0.2912,0.7034,0.4397,1.1676,100.7,up,
14.668,216,0.4158,0.7196,0.2912,0.7036,0.4397,1.1662,100.4,up,
14.729,217,0.4158,0.7197,0.2905,0.7035,0.4391,1.1666,100.3,up,
14.795,218,0.4157,0.7211,0.2905,0.7055,0.4391,1.1669,100.1,up,
14.863,219,0.4159,0.7214,0.2907,0.7048,0.4391,1.1735,100.5,up,
14.937,220,0.4159,0.7214,0.2918,0.7048,0.4390,1.1741,100.5,up,
15.008,221,0.4160,0.7223,0.2916,0.7060,0.4393,1.1833,100.4,up,
15.061,222,0.4159,0.7230,0.2915,0.7075,0.4393,1.1867,100.0,up,
15.136,223,0.4161,0.7233,0.2917,0.7088,0.4404,1.1868,99.7,up,
15.210,224,0.4162,0.7233,0.2918,0.7106,0.4407,1.1868,98.8,up,
15.297,225,0.4165,0.7232,0.2922,0.7140,0.4417,1.1833,97.4,up,
15.360,226,0.4173,0.7234,0.2922,0.7182,0.4418,1.1796,95.4,up,
15.431,227,0.4173,0.7243,0.2906,0.7236,0.4418,1.1801,93.4,up,
15.496,228,0.4174,0.7255,0.2923,0.7319,0.4429,1.1887,90.2,up,
15.556,229,0.4184,0.7272,0.2930,0.7326,0.4435,1.1929,90.6,up,
15.632,230,0.4185,0.7280,0.2962,0.7339,0.4432,1.1928,90.3,up,
15.688,231,0.4186,0.7260,0.3085,0.7263,0.4432,1.1896,92.9,up,
15.750,232,0.4192,0.7219,0.3225,0.7078,0.4416,1.1863,101.1,up,
15.818,233,0.4198,0.7206,0.3404,0.6783,0.4409,1.1777,120.7,up,
15.887,234,0.4203,0.7190,0.3684,0.6513,0.4413,1.1743,145.2,up,
15.951,235,0.4204,0.7169,0.3760,0.6554,0.4415,1.1718,146.8,up,
16.019,236,0.4204,0.7147,0.3952,0.6460,0.4415,1.1565,162.5,up,
16.084,237,0.4214,0.7072,0.3940,0.6478,0.4418,1.1450,157.9,up,
16.150,238,0.4218,0.7025,0.3956,0.6451,0.4426,1.1379,158.2,up,
16.217,239,0.4219,0.7012,0.3926,0.6420,0.4411,1.1365,156.2,up,
16.284,240,0.4224,0.6964,0.3939,0.6424,0.4410,1.1264,154.6,up,
16.368,241,0.4224,0.6942,0.3921,0.6359,0.4406,1.1274,154.9,up,
16.431,242,0.4224,0.6928,0.3911,0.6371,0.4406,1.1289,153.1,up,
16.504,243,0.4221,0.6928,0.3907,0.6391,0.4406,1.1301,152.1,up,
16.578,244,0.4223,0.6932,0.3907,0.6363,0.4406,1.1315,153.3,up,
16.641,245,0.4234,0.6933,0.3911,0.6401,0.4408,1.1317,151.0,up,
16.697,246,0.4236,0.6937,0.3928,0.6405,0.4407,1.1326,152.2,up,
16.769,247,0.4241,0.6911,0.3942,0.6299,0.4406,1.1318,156.1,up,
16.835,248,0.4242,0.6914,0.3959,0.6311,0.4406,1.1320,157.0,up,
16.897,249,0.4245,0.6916,0.3968,0.6381,0.4407,1.1303,154.8,up,
16.971,250,0.4251,0.6922,0.4000,0.6632,0.4409,1.1285,141.2,up,
17.040,251,0.4258,0.6925,0.4001,0.6625,0.4427,1.1206,141.8,up,
17.100,252,0.4259,0.6925,0.4030,0.6568,0.4429,1.1165,149.7,up,
17.168,253,0.4259,0.6926,0.4037,0.6543,0.4440,1.1133,152.4,up,
17.233,254,0.4256,0.6932,0.4032,0.6506,0.4432,1.1146,154.6,up,
17.299,255,0.4258,0.6922,0.4029,0.6505,0.4432,1.1141,153.5,up,
17.371,256,0.4257,0.6925,0.4032,0.6445,0.4436,1.1116,157.4,up,
17.435,257,0.4257,0.6924,0.4030,0.6372,0.4443,1.1120,160.2,up,
17.497,258,0.4252,0.6902,0.4019,0.6345,0.4442,1.1099,159.9,up,
17.572,259,0.4241,0.6906,0.4015,0.6352,0.4436,1.1102,160.5,up,
17.645,260,0.4243,0.6871,0.4015,0.6313,0.4435,1.1068,160.3,up,
17.710,261,0.4243,0.6873,0.4023,0.6332,0.4438,1.1036,160.5,up,
17.763,262,0.4249,0.6861,0.4024,0.6333,0.4439,1.0906,159.6,up,
17.835,263,0.4243,0.6862,0.3950,0.6316,0.4398,1.0926,154.0,up,
17.897,264,0.4243,0.6899,0.3808,0.6373,0.4378,1.0990,142.3,up,
17.963,265,0.4239,0.6911,0.3549,0.6383,0.4318,1.1004,128.5,up,
18.029,266,0.4231,0.6915,0.3347,0.6256,0.4310,1.1005,127.8,up,
18.095,267,0.4225,0.6922,0.3193,0.6121,0.4295,1.1008,128.8,up,
18.161,268,0.4214,0.6929,0.3231,0.6145,0.4298,1.1083,129.8,up,
18.232,269,0.4211,0.6924,0.3125,0.6032,0.4291,1.1098,130.5,up,
18.296,270,0.4199,0.6896,0.3149,0.6031,0.4261,1.1128,130.3,up,
18.369,271,0.4192,0.6898,0.3159,0.6050,0.4238,1.1195,130.0,up,
18.436,272,0.4189,0.6860,0.3147,0.5739,0.4261,1.1186,138.1,up,
18.506,273,0.4181,0.6865,0.3135,0.5812,0.4253,1.1292,136.1,up,
18.579,274,0.4144,0.6906,0.3170,0.5929,0.4212,1.1493,136.0,up,
18.638,275,0.4242,0.6980,0.3206,0.6267,0.4217,1.1530,124.2,up,
18.709,276,0.4306,0.6981,0.3221,0.6638,0.4199,1.1480,106.2,up,
18.770,277,0.4339,0.6980,0.3309,0.6843,0.4176,1.1407,95.4,up,
18.839,278,0.4429,0.6980,0.3433,0.6948,0.4199,1.1373,88.8,up,
18.912,279,0.4608,0.6979,0.3619,0.7270,0.4310,1.0995,69.4,up,
18.979,280,0.4689,0.6940,0.3596,0.7083,0.4367,1.0849,77.8,up,
19.053,281,0.4913,0.6899,0.3755,0.7016,0.4555,1.0676,78.8,up,
19.133,282,0.4937,0.6844,0.3849,0.7046,0.4629,1.0589,74.8,up,
19.200,283,0.4960,0.6779,0.3901,0.7009,0.4659,1.0507,73.2,up,
19.265,284,0.4979,0.6747,0.3964,0.6983,0.4692,1.0472,72.5,up,
19.342,285,0.5087,0.6737,0.4060,0.7066,0.4724,1.0295,66.4,up,
19.398,286,0.5231,0.6738,0.4195,0.7134,0.4856,1.0341,63.1,up,
19.465,287,0.5217,0.6683,0.4237,0.7134,0.4843,1.0240,59.3,up,
19.538,288,0.5196,0.6690,0.4320,0.7283,0.4861,1.0175,50.4,up,
19.605,289,0.5218,0.6601,0.4248,0.7260,0.4827,1.0171,49.5,up,
19.672,290,0.5277,0.6612,0.4326,0.7354,0.4821,1.0170,44.7,down,Repetición válida
19.737,291,0.5237,0.6594,0.4275,0.7343,0.4814,1.0126,45.2,down,
19.804,292,0.5250,0.6598,0.4301,0.7385,0.4808,1.0136,43.2,down,
19.869,293,0.5212,0.6595,0.4279,0.7355,0.4793,1.0093,44.0,down,
19.931,294,0.5265,0.6603,0.4353,0.7405,0.4822,1.0093,41.4,down,
20.000,295,0.5251,0.6585,0.4340,0.7164,0.4818,1.0017,50.4,down,
20.069,296,0.5271,0.6539,0.4360,0.7166,0.4815,0.9935,47.8,down,
20.140,297,0.5277,0.6544,0.4354,0.7252,0.4807,0.9959,44.7,down,
20.214,298,0.5315,0.6545,0.4404,0.7295,0.4807,0.9943,42.0,down,
20.283,299,0.5303,0.6483,0.4393,0.7221,0.4746,0.9903,41.7,down,
20.347,300,0.5296,0.6487,0.4379,0.7266,0.4738,0.9919,40.4,down,
20.412,301,0.5293,0.6491,0.4375,0.7331,0.4725,0.9922,38.2,down,
20.468,302,0.5195,0.6504,0.4254,0.7261,0.4634,0.9957,41.9,down,
20.534,303,0.5190,0.6509,0.4276,0.7191,0.4650,0.9956,44.3,down,
20.600,304,0.5207,0.6531,0.4329,0.7401,0.4657,1.0010,36.3,down,
20.672,305,0.5192,0.6589,0.4327,0.7386,0.4662,1.0055,38.7,down,
20.746,306,0.5184,0.6596,0.4202,0.7381,0.4665,1.0103,42.9,down,
20.803,307,0.5118,0.6598,0.4189,0.7376,0.4665,1.0099,42.7,down,
20.869,308,0.5084,0.6622,0.4138,0.7261,0.4657,1.0095,48.9,down,
20.933,309,0.5089,0.6576,0.4185,0.7244,0.4671,1.0052,46.7,down,
21.003,310,0.5095,0.6609,0.4191,0.7286,0.4679,1.0058,46.3,down,
21.065,311,0.5100,0.6635,0.4195,0.7291,0.4698,1.0049,47.4,down,
21.138,312,0.5024,0.6706,0.4169,0.7290,0.4691,1.0052,50.0,down,
21.216,313,0.5038,0.6714,0.4150,0.7316,0.4708,1.0110,50.3,down,
21.281,314,0.5044,0.6743,0.4155,0.7417,0.4718,1.0110,47.3,down,
21.347,315,0.5085,0.6740,0.4189,0.7430,0.4749,1.0134,46.8,down,
21.416,316,0.5085,0.6696,0.4190,0.7277,0.4747,1.0133,51.4,down,
21.480,317,0.5084,0.6710,0.4189,0.7280,0.4749,1.0219,52.0,down,
21.549,318,0.5098,0.6713,0.4231,0.7260,0.4779,1.0217,52.5,down,
21.615,319,0.5268,0.6615,0.4231,0.7144,0.4812,1.0266,55.9,down,
21.681,320,0.5289,0.6601,0.4233,0.7133,0.4808,1.0311,55.9,down,
21.749,321,0.5220,0.6650,0.4169,0.7142,0.4775,1.0324,58.0,down,
