timestamp,frame_id,shoulder_x,shoulder_y,elbow_x,elbow_y,hip_x,hip_y,angle_deg,rep_state,feedback_msg
1.798,24,0.3367,1.1342,0.2750,1.3268,0.3738,2.0607,20.1,down,
1.852,25,0.3401,1.0794,0.2433,1.2672,0.3745,1.9328,29.6,down,
1.917,26,0.3368,1.0456,0.1717,1.2011,0.3749,1.8817,49.3,down,
2.008,27,0.3349,0.9894,0.1159,1.1946,0.3753,1.7617,49.9,down,
2.082,28,0.3737,0.9358,0.1898,1.1843,0.4118,1.7043,39.3,down,
2.132,29,0.3767,0.8740,0.2057,1.1093,0.4099,1.5883,38.7,down,
2.210,30,0.3750,0.8233,0.2208,1.0008,0.4072,1.4966,43.7,down,
2.278,31,0.3732,0.8021,0.2187,1.0495,0.3996,1.4854,34.2,down,
2.331,32,0.3773,0.8067,0.2287,1.0338,0.3992,1.4953,35.0,down,
2.394,33,0.3793,0.7976,0.2468,1.0283,0.3997,1.5053,31.5,down,
2.482,34,0.3782,0.7671,0.2440,0.9957,0.3989,1.4737,32.1,down,
2.555,35,0.3771,0.7371,0.2398,0.9798,0.3984,1.4647,31.2,down,
2.610,36,0.3627,0.7371,0.2376,1.0093,0.3932,1.4690,27.1,down,
2.679,37,0.3494,0.7404,0.2350,1.0242,0.3859,1.4962,24.7,down,
2.753,38,0.3345,0.7356,0.2331,1.0326,0.3770,1.5018,22.0,down,
2.804,39,0.3298,0.7175,0.2185,1.0058,0.3746,1.4972,24.4,down,
2.879,40,0.3231,0.6933,0.2131,0.9785,0.3681,1.4794,24.4,down,
2.957,41,0.3103,0.7004,0.2053,0.9905,0.3687,1.4867,24.1,down,
3.018,42,0.3054,0.6971,0.2009,0.9992,0.3685,1.4922,23.6,down,
3.080,43,0.2988,0.6870,0.2009,0.9904,0.3677,1.4940,22.8,down,
3.155,44,0.2923,0.6553,0.1970,0.9802,0.3656,1.4974,21.3,down,
3.238,45,0.2943,0.6471,0.1907,0.9852,0.3592,1.4986,21.4,down,
3.311,46,0.2978,0.6287,0.1726,0.9881,0.3571,1.4996,23.1,down,
3.382,47,0.2989,0.5998,0.1726,1.0010,0.3564,1.5001,21.1,down,
3.440,48,0.2999,0.5939,0.1761,1.0027,0.3544,1.5064,20.3,down,
3.498,49,0.2981,0.5986,0.1775,1.0171,0.3530,1.5156,19.5,down,
3.580,50,0.2988,0.6078,0.1789,1.0322,0.3535,1.5432,19.1,down,
3.645,51,0.2996,0.5992,0.1769,1.0059,0.3523,1.5435,20.0,down,
3.713,52,0.3126,0.5884,0.1792,1.0007,0.3524,1.5422,20.3,down,
3.783,53,0.3143,0.5945,0.1776,0.9963,0.3480,1.5441,20.8,down,
3.840,54,0.3205,0.5983,0.1782,0.9875,0.3463,1.5428,21.6,down,
3.912,55,0.3237,0.6045,0.1786,0.9900,0.3528,1.5458,22.4,down,
3.982,56,0.3229,0.6100,0.1789,1.0037,0.3519,1.5538,21.9,down,
4.055,57,0.3228,0.6112,0.1825,1.0028,0.3397,1.5516,20.7,down,
4.109,58,0.3215,0.6111,0.1710,0.9953,0.3294,1.5356,21.9,down,
4.179,59,0.3180,0.6137,0.1706,1.0103,0.3269,1.5372,20.9,down,
4.249,60,0.3176,0.6217,0.1709,1.0111,0.3270,1.5412,21.2,down,
4.309,61,0.3161,0.6238,0.1851,0.9983,0.3275,1.5410,20.0,down,
4.383,62,0.3113,0.6351,0.1858,1.0087,0.3291,1.5422,19.7,down,
4.444,63,0.3111,0.6381,0.1769,1.0098,0.3297,1.5413,21.0,down,
4.524,64,0.3145,0.6380,0.1772,1.0005,0.3342,1.4832,22.1,down,
4.587,65,0.3156,0.6380,0.1903,1.0030,0.3370,1.4650,20.4,down,
4.674,66,0.3144,0.6375,0.1907,1.0031,0.3269,1.4675,19.6,down,
4.759,67,0.3114,0.6375,0.1817,1.0052,0.3271,1.4700,20.5,down,
4.824,68,0.3096,0.6374,0.1777,1.0426,0.3274,1.4712,19.3,down,
4.891,69,0.3060,0.6396,0.1700,1.0502,0.3277,1.4917,19.8,down,
4.957,70,0.3039,0.6405,0.1620,1.0578,0.3274,1.5148,20.3,down,
5.023,71,0.3039,0.6319,0.1725,1.0159,0.3289,1.5134,20.5,down,
5.091,72,0.3039,0.6133,0.1726,1.0049,0.3301,1.5041,20.2,down,
5.158,73,0.3188,0.5699,0.1726,0.9071,0.3302,1.4370,24.2,down,
5.224,74,0.3285,0.5308,0.1732,0.8631,0.3302,1.3264,25.2,down,
5.290,75,0.3356,0.5236,0.1731,0.8615,0.3301,1.3222,25.3,down,
5.358,76,0.3349,0.5073,0.1749,0.8650,0.3330,1.3342,24.0,down,
5.423,77,0.3341,0.4896,0.1749,0.8540,0.3342,1.3334,23.6,down,
5.491,78,0.3310,0.4681,0.1790,0.8537,0.3371,1.3203,21.9,down,
5.558,79,0.3289,0.4644,0.1801,0.8537,0.3438,1.3215,21.9,down,
5.624,80,0.3234,0.4724,0.1877,0.8601,0.3553,1.3222,21.4,down,
5.690,81,0.3188,0.4875,0.1931,0.9004,0.3576,1.4108,19.3,down,
5.768,82,0.3172,0.6071,0.1949,1.0253,0.3557,1.4338,19.0,down,
5.851,83,0.3200,0.7192,0.2304,1.0488,0.3694,1.5057,18.8,down,
5.909,84,0.3244,0.8830,0.2540,1.2602,0.3723,1.6415,14.2,down,
5.980,85,0.3338,1.0140,0.2747,1.3469,0.3750,1.7539,13.3,down,
6.048,86,0.3575,1.0935,0.3393,1.3909,0.3850,1.8094,5.7,down,
6.126,87,0.3838,1.0694,0.3320,1.3721,0.3954,1.8071,10.6,down,
6.190,88,0.3788,1.0099,0.3112,1.3208,0.3935,1.7473,13.4,down,
6.255,89,0.3729,0.9679,0.3034,1.2950,0.3921,1.7339,13.4,down,
6.324,90,0.3690,0.9456,0.2968,1.2448,0.4004,1.6525,16.1,down,
6.389,91,0.3677,0.9346,0.2951,1.2676,0.4021,1.6118,15.2,down,
6.457,92,0.3726,0.9290,0.2944,1.2524,0.4117,1.5849,17.0,down,
6.524,93,0.3738,0.9241,0.3000,1.2604,0.4214,1.5812,16.5,down,
6.590,94,0.3835,0.9222,0.3103,1.2287,0.4271,1.5587,17.3,down,
6.658,95,0.3849,0.9200,0.3196,1.2522,0.4393,1.5551,16.0,down,
6.723,96,0.3862,0.9187,0.3191,1.2459,0.4495,1.5520,17.3,down,
6.791,97,0.3847,0.9175,0.3236,1.2434,0.4509,1.5564,16.5,down,
6.855,98,0.3842,0.9167,0.3251,1.2427,0.4521,1.5528,16.4,down,
6.940,99,0.3837,0.9162,0.3233,1.2431,0.4493,1.5531,16.4,down,
7.023,100,0.3812,0.8903,0.3219,1.2404,0.4485,1.5375,15.5,down,
7.080,101,0.3809,0.7974,0.3209,1.0851,0.4558,1.4614,18.2,down,
7.155,102,0.3685,0.7330,0.3191,1.1138,0.4568,1.4473,14.4,down,
7.207,103,0.3656,0.6889,0.3087,1.0920,0.4555,1.4300,15.0,down,
7.279,104,0.3645,0.6530,0.3061,1.0110,0.4541,1.3880,16.2,down,
7.350,105,0.3634,0.6263,0.3035,0.9908,0.4531,1.3761,16.2,down,
7.407,106,0.3629,0.5346,0.3076,0.9015,0.4597,1.2529,16.2,down,
7.480,107,0.3480,0.3942,0.3072,0.7638,0.4585,1.0938,15.3,down,
7.549,108,0.3312,0.3362,0.2816,0.7003,0.4531,1.0680,17.2,down,
7.625,109,0.3273,0.3536,0.2721,0.7624,0.4529,1.1013,17.2,down,
7.687,110,0.3311,0.3384,0.2750,0.7238,0.4618,1.0835,18.2,down,
7.744,111,0.3361,0.3193,0.2833,0.6736,0.4727,1.0449,19.1,down,
7.814,112,0.3460,0.3272,0.2890,0.7002,0.4877,1.0495,19.8,down,
7.883,113,0.3686,0.3462,0.3024,0.7225,0.4995,1.0705,20.2,down,
7.941,114,0.3853,0.3435,0.3187,0.6943,0.5046,1.0637,20.2,down,
7.999,115,0.3980,0.3318,0.3331,0.6652,0.5104,1.0453,20.0,down,
8.072,116,0.4009,0.3512,0.3383,0.6940,0.5067,1.0631,18.8,down,
8.147,117,0.4116,0.3624,0.3431,0.7103,0.5219,1.0697,20.0,down,
8.217,118,0.4213,0.3695,0.3603,0.7144,0.5271,1.0654,18.7,down,
8.277,119,0.4265,0.3741,0.3753,0.7203,0.5338,1.0609,17.3,down,
8.346,120,0.4301,0.3753,0.3859,0.7209,0.5396,1.0657,16.3,down,
8.415,121,0.4360,0.3773,0.3973,0.7304,0.5417,1.0697,14.9,down,
8.475,122,0.4411,0.3794,0.4090,0.7318,0.5413,1.0605,13.6,down,
8.551,123,0.4442,0.3808,0.4137,0.7459,0.5424,1.0441,13.2,down,
8.608,124,0.4464,0.3805,0.4223,0.7363,0.5407,1.0156,12.3,down,
8.681,125,0.4502,0.3791,0.4284,0.7001,0.5407,0.9740,12.5,down,
8.758,126,0.4492,0.3796,0.4317,0.6998,0.5424,0.9738,12.0,down,
8.825,127,0.4490,0.3859,0.4306,0.7021,0.5443,0.9595,12.8,down,
8.888,128,0.4489,0.3993,0.4311,0.7048,0.5447,0.9542,13.1,down,
8.944,129,0.4507,0.4094,0.4322,0.7064,0.5457,0.9467,13.6,down,
9.013,130,0.4544,0.4223,0.4357,0.7058,0.5465,0.9399,13.9,down,
9.081,131,0.4576,0.4321,0.4400,0.7061,0.5486,0.9331,14.0,down,
9.138,132,0.4615,0.4413,0.4459,0.7080,0.5513,0.9264,13.8,down,
9.206,133,0.4652,0.4443,0.4477,0.7084,0.5548,0.9260,14.3,down,
9.280,134,0.4690,0.4495,0.4478,0.7121,0.5581,0.9301,15.1,down,
9.357,135,0.4757,0.4513,0.4553,0.7113,0.5649,0.9288,15.1,down,
9.424,136,0.4813,0.4509,0.4578,0.7111,0.5712,0.9271,15.8,down,
9.491,137,0.4894,0.4495,0.4667,0.7082,0.5777,0.9267,15.5,down,
9.557,138,0.5008,0.4485,0.4794,0.7042,0.5894,0.9243,15.3,down,
9.622,139,0.5149,0.4483,0.4927,0.6989,0.6025,0.9247,15.5,down,
9.682,140,0.5305,0.4446,0.5088,0.6924,0.6147,0.9241,15.0,down,
9.754,141,0.5456,0.4409,0.5218,0.6928,0.6299,0.9240,15.3,down,
9.808,142,0.5599,0.4309,0.5325,0.6871,0.6426,0.9241,15.6,down,
9.876,143,0.5721,0.4204,0.5266,0.6763,0.6530,0.9233,19.2,down,
9.945,144,0.5820,0.4102,0.5245,0.6438,0.6612,0.9163,22.7,down,
10.013,145,0.5844,0.4017,0.5189,0.6120,0.6631,0.9048,26.2,down,
10.084,146,0.5867,0.3963,0.5036,0.5901,0.6620,0.9010,31.7,down,
10.148,147,0.5871,0.3925,0.4811,0.5760,0.6605,0.9015,38.2,down,
10.208,148,0.5880,0.3907,0.4679,0.5527,0.6587,0.9025,44.4,down,
10.265,149,0.5873,0.3919,0.4553,0.5268,0.6573,0.9026,52.2,down,
10.340,150,0.5881,0.3919,0.4575,0.5045,0.6557,0.9033,56.7,down,
10.416,151,0.5877,0.3920,0.4542,0.4986,0.6548,0.9037,58.9,down,
10.480,152,0.5880,0.3914,0.4514,0.4812,0.6540,0.9047,64.0,up,
10.550,153,0.5874,0.3916,0.4516,0.4738,0.6538,0.9086,66.2,up,
10.614,154,0.5887,0.3919,0.4518,0.4693,0.6534,0.9106,67.6,up,
10.688,155,0.5879,0.3916,0.4528,0.4543,0.6532,0.9142,72.2,up,
10.749,156,0.5880,0.3918,0.4508,0.4515,0.6531,0.9214,73.5,up,
10.822,157,0.5882,0.3921,0.4518,0.4504,0.6535,0.9241,73.8,up,
10.875,158,0.5897,0.3922,0.4523,0.4537,0.6535,0.9245,72.7,up,
10.943,159,0.5896,0.3918,0.4520,0.4382,0.6535,0.9253,78.2,up,
11.010,160,0.5907,0.3911,0.4603,0.4450,0.6535,0.9239,74.3,up,
11.078,161,0.5909,0.3909,0.4596,0.4370,0.6535,0.9249,77.3,up,
11.147,162,0.5925,0.3909,0.4601,0.4423,0.6535,0.9262,75.3,up,
11.223,163,0.5929,0.3910,0.4598,0.4439,0.6535,0.9247,74.8,up,
11.290,164,0.5945,0.3905,0.4597,0.4336,0.6547,0.9270,78.7,up,
11.352,165,0.5956,0.3897,0.4608,0.4354,0.6568,0.9268,77.8,up,
11.433,166,0.5958,0.3896,0.4606,0.4361,0.6569,0.9279,77.5,up,
11.517,167,0.5958,0.3912,0.4595,0.4370,0.6569,0.9285,77.9,up,
11.586,168,0.5973,0.3923,0.4595,0.4402,0.6577,0.9301,77.3,up,
11.651,169,0.5972,0.3938,0.4548,0.4416,0.6581,0.9311,77.9,up,
11.713,170,0.5964,0.3948,0.4479,0.4561,0.6581,0.9354,74.1,up,
11.784,171,0.5963,0.3958,0.4482,0.4613,0.6581,0.9357,72.7,up,
11.843,172,0.5963,0.3995,0.4496,0.4800,0.6582,0.9381,67.8,up,
11.914,173,0.5963,0.4004,0.4457,0.4782,0.6582,0.9380,69.2,up,
11.989,174,0.5962,0.4007,0.4474,0.4765,0.6584,0.9379,69.6,up,
12.056,175,0.5962,0.4028,0.4456,0.4788,0.6588,0.9388,69.9,up,
12.123,176,0.5978,0.4028,0.4460,0.4814,0.6591,0.9387,69.2,up,
12.189,177,0.5978,0.4036,0.4460,0.4851,0.6593,0.9386,68.3,up,
12.256,178,0.5973,0.4052,0.4460,0.4894,0.6594,0.9385,67.5,up,
12.322,179,0.5982,0.4054,0.4500,0.4917,0.6596,0.9389,66.4,up,
12.389,180,0.5982,0.4055,0.4487,0.4911,0.6597,0.9386,66.8,up,
12.455,181,0.5983,0.4054,0.4509,0.4915,0.6599,0.9386,66.3,up,
12.513,182,0.5981,0.4058,0.4506,0.4911,0.6606,0.9385,66.7,up,
12.566,183,0.5979,0.4081,0.4479,0.4925,0.6607,0.9390,67.4,up,
12.649,184,0.5972,0.4088,0.4468,0.4939,0.6606,0.9388,67.3,up,
12.718,185,0.5964,0.4091,0.4458,0.4960,0.6606,0.9388,66.9,up,
12.784,186,0.5963,0.4095,0.4451,0.4971,0.6605,0.9392,66.9,up,
12.842,187,0.5963,0.4100,0.4451,0.4973,0.6605,0.9391,66.9,up,
12.912,188,0.5955,0.4100,0.4475,0.4971,0.6604,0.9392,66.5,up,
12.988,189,0.5961,0.4091,0.4494,0.4936,0.6603,0.9378,67.0,up,
13.041,190,0.5960,0.4091,0.4484,0.4936,0.6602,0.9353,67.1,up,
13.112,191,0.5960,0.4092,0.4468,0.4917,0.6601,0.9353,68.0,up,
13.182,192,0.5962,0.4085,0.4465,0.4901,0.6602,0.9294,68.4,up,
13.242,193,0.5963,0.4080,0.4466,0.4901,0.6599,0.9295,68.2,up,
13.314,194,0.5972,0.4079,0.4470,0.4902,0.6599,0.9296,68.1,up,
13.392,195,0.5972,0.4080,0.4478,0.4903,0.6598,0.9294,68.0,up,
13.457,196,0.5971,0.4082,0.4480,0.4899,0.6598,0.9294,68.1,up,
13.524,197,0.5974,0.4078,0.4487,0.4839,0.6604,0.9295,69.8,up,
13.590,198,0.5995,0.4069,0.4622,0.4720,0.6605,0.9263,71.3,up,
13.647,199,0.6023,0.4056,0.4729,0.4698,0.6606,0.9261,70.0,up,
13.701,200,0.6023,0.4028,0.4769,0.4678,0.6598,0.9145,69.0,up,
13.783,201,0.6025,0.4010,0.4808,0.4679,0.6598,0.9138,67.6,up,
13.858,202,0.6023,0.4013,0.4811,0.4685,0.6598,0.9140,67.4,up,
13.924,203,0.6022,0.4013,0.4790,0.4686,0.6595,0.9142,67.7,up,
13.992,204,0.6021,0.4018,0.4777,0.4673,0.6591,0.9157,68.6,up,
14.055,205,0.6015,0.4019,0.4770,0.4679,0.6574,0.9160,68.3,up,
14.118,206,0.6016,0.4021,0.4764,0.4700,0.6574,0.9189,67.7,up,
14.174,207,0.6017,0.4022,0.4760,0.4748,0.6573,0.9202,66.1,up,
14.245,208,0.6006,0.3985,0.4766,0.4739,0.6569,0.9199,64.9,up,
14.315,209,0.6006,0.3971,0.4777,0.4729,0.6569,0.9189,64.5,up,
14.386,210,0.5994,0.3899,0.4780,0.4724,0.6569,0.9181,62.0,up,
14.440,211,0.5982,0.3889,0.4774,0.4732,0.6568,0.9166,61.4,up,
14.518,212,0.5969,0.3873,0.4775,0.4732,0.6567,0.9144,60.7,up,
14.585,213,0.5978,0.3875,0.4779,0.4737,0.6567,0.9133,60.7,up,
14.650,214,0.5971,0.3866,0.4784,0.4736,0.6568,0.9132,60.2,up,
14.713,215,0.5971,0.3885,0.4784,0.4734,0.6569,0.9132,60.9,up,
14.771,216,0.5967,0.3886,0.4780,0.4733,0.6569,0.9126,61.0,up,
14.833,217,0.5966,0.3887,0.4776,0.4750,0.6569,0.9110,60.6,up,
14.914,218,0.5966,0.3887,0.4779,0.4749,0.6569,0.9109,60.6,up,
14.990,219,0.5962,0.3890,0.4775,0.4749,0.6566,0.9111,60.7,up,
15.048,220,0.5959,0.3890,0.4773,0.4749,0.6565,0.9117,60.7,up,
15.122,221,0.5959,0.3893,0.4774,0.4743,0.6563,0.9115,61.0,up,
15.174,222,0.5959,0.3887,0.4779,0.4748,0.6542,0.9077,60.3,up,
15.246,223,0.5959,0.3914,0.4769,0.4831,0.6543,0.9080,58.9,up,
15.320,224,0.5966,0.3930,0.4767,0.4828,0.6545,0.9081,59.6,up,
15.375,225,0.5974,0.3961,0.4759,0.4829,0.6546,0.9079,60.8,up,
15.445,226,0.5974,0.3958,0.4759,0.4828,0.6542,0.9073,60.7,up,
15.511,227,0.5976,0.3973,0.4753,0.4828,0.6543,0.9083,61.4,up,
15.581,228,0.5984,0.3998,0.4753,0.4825,0.6548,0.9135,62.4,up,
15.653,229,0.5987,0.4005,0.4753,0.4824,0.6554,0.9162,62.7,up,
15.710,230,0.6002,0.4009,0.4766,0.4823,0.6555,0.9167,62.8,up,
15.778,231,0.6004,0.4008,0.4772,0.4836,0.6557,0.9167,62.2,up,
15.851,232,0.6011,0.4001,0.4771,0.4839,0.6558,0.9130,62.1,up,
15.933,233,0.6011,0.4004,0.4769,0.4881,0.6559,0.9132,60.9,up,
16.012,234,0.6014,0.4009,0.4758,0.4882,0.6572,0.9141,61.4,up,
16.081,235,0.6024,0.4037,0.4715,0.4907,0.6583,0.9172,62.6,up,
16.157,236,0.6016,0.4067,0.4647,0.4936,0.6591,0.9188,64.0,up,
16.225,237,0.6016,0.4088,0.4650,0.4945,0.6598,0.9214,64.4,up,
16.290,238,0.6016,0.4091,0.4654,0.4962,0.6606,0.9226,64.0,up,
16.358,239,0.6008,0.4106,0.4639,0.5039,0.6607,0.9268,62.3,up,
16.425,240,0.6022,0.4116,0.4641,0.5093,0.6623,0.9269,61.4,up,
16.490,241,0.6018,0.4118,0.4643,0.5110,0.6624,0.9269,60.9,up,
16.558,242,0.6024,0.4118,0.4649,0.5109,0.6624,0.9211,60.9,up,
16.621,243,0.6012,0.4121,0.4650,0.5144,0.6624,0.9217,59.9,up,
16.691,244,0.6015,0.4118,0.4649,0.5141,0.6621,0.9216,60.0,up,
16.755,245,0.6013,0.4126,0.4666,0.5143,0.6615,0.9081,59.9,up,
16.825,246,0.6005,0.4163,0.4664,0.5215,0.6615,0.9091,58.9,up,
16.892,247,0.6013,0.4154,0.4684,0.5158,0.6610,0.9098,59.8,up,
16.954,248,0.6013,0.4159,0.4684,0.5157,0.6610,0.9103,60.0,up,
17.042,249,0.6022,0.4157,0.4685,0.5136,0.6612,0.9132,60.6,up,
17.107,250,0.6017,0.4140,0.4685,0.5115,0.6595,0.9114,60.4,up,
17.183,251,0.6017,0.4141,0.4689,0.5126,0.6590,0.9099,60.0,up,
17.258,252,0.6021,0.4144,0.4689,0.5123,0.6596,0.9126,60.3,up,
17.317,253,0.6018,0.4137,0.4691,0.5102,0.6596,0.9126,60.6,up,
17.373,254,0.6042,0.4137,0.4700,0.5085,0.6596,0.9127,61.1,up,
17.450,255,0.6046,0.4136,0.4701,0.5081,0.6596,0.9137,61.2,up,
17.510,256,0.6056,0.4136,0.4701,0.5072,0.6596,0.9145,61.5,up,
17.584,257,0.6044,0.4136,0.4689,0.5068,0.6594,0.9137,61.8,up,
17.649,258,0.6055,0.4135,0.4692,0.5068,0.6593,0.9132,61.8,up,
17.725,259,0.6055,0.4124,0.4702,0.5043,0.6589,0.9041,62.0,up,
17.782,260,0.6049,0.4123,0.4708,0.4999,0.6586,0.9031,63.1,up,
17.858,261,0.6049,0.4124,0.4713,0.4982,0.6585,0.9034,63.5,up,
17.926,262,0.6028,0.4130,0.4701,0.4982,0.6586,0.9045,63.8,up,
17.992,263,0.6032,0.4129,0.4699,0.4961,0.6587,0.9070,64.4,up,
18.059,264,0.6012,0.4128,0.4693,0.4962,0.6582,0.9058,64.3,up,
18.125,265,0.6014,0.4127,0.4693,0.4948,0.6580,0.9059,64.7,up,
18.204,266,0.5999,0.4157,0.4680,0.4990,0.6576,0.9069,64.4,up,
18.281,267,0.6001,0.4163,0.4677,0.4986,0.6577,0.9107,64.8,up,
18.359,268,0.6000,0.4181,0.4668,0.4998,0.6574,0.9141,65.1,up,
18.426,269,0.5994,0.4190,0.4653,0.4997,0.6566,0.9138,65.6,up,
18.492,270,0.5999,0.4185,0.4696,0.4991,0.6559,0.9140,64.7,up,
18.559,271,0.5997,0.4186,0.4662,0.4996,0.6552,0.9148,65.1,up,
18.624,272,0.5993,0.4199,0.4650,0.5009,0.6541,0.9151,65.2,up,
18.677,273,0.6001,0.4199,0.4646,0.5009,0.6541,0.9161,65.3,up,
18.745,274,0.6000,0.4206,0.4646,0.5023,0.6543,0.9207,65.1,up,
18.820,275,0.6014,0.4200,0.4655,0.5022,0.6543,0.9181,64.9,up,
18.879,276,0.6008,0.4199,0.4635,0.5035,0.6540,0.9163,64.8,up,
18.951,277,0.6022,0.4201,0.4650,0.5042,0.6540,0.9147,64.5,up,
19.014,278,0.6020,0.4200,0.4649,0.5042,0.6543,0.9145,64.5,up,
19.092,279,0.6048,0.4199,0.4700,0.5036,0.6556,0.9146,64.0,up,
19.157,280,0.6033,0.4195,0.4721,0.5037,0.6555,0.9138,63.4,up,
19.211,281,0.6039,0.4181,0.4772,0.5027,0.6551,0.9088,62.2,up,
19.277,282,0.6038,0.4179,0.4786,0.5027,0.6559,0.9090,61.9,up,
19.339,283,0.6035,0.4178,0.4793,0.4987,0.6561,0.9078,63.1,up,
19.415,284,0.6035,0.4181,0.4809,0.4982,0.6563,0.9094,63.0,up,
19.486,285,0.6034,0.4175,0.4807,0.4982,0.6551,0.9048,62.7,up,
19.551,286,0.6034,0.4175,0.4813,0.4976,0.6541,0.9025,62.7,up,
19.619,287,0.6024,0.4176,0.4811,0.4976,0.6538,0.9001,62.7,up,
19.683,288,0.6021,0.4174,0.4809,0.4964,0.6538,0.8990,63.1,up,
19.749,289,0.6021,0.4156,0.4803,0.4924,0.6542,0.8991,64.0,up,
19.823,290,0.6019,0.4156,0.4797,0.4863,0.6541,0.8992,66.1,up,
19.880,291,0.6019,0.4143,0.4797,0.4857,0.6540,0.8993,65.8,up,
19.949,292,0.6007,0.4099,0.4796,0.4820,0.6536,0.8992,65.4,up,
20.026,293,0.6001,0.4073,0.4780,0.4824,0.6528,0.8991,64.5,up,
20.093,294,0.6000,0.4073,0.4783,0.4833,0.6528,0.8997,64.1,up,
20.156,295,0.5995,0.4058,0.4786,0.4836,0.6526,0.9009,63.4,up,
20.212,296,0.5991,0.4049,0.4785,0.4838,0.6524,0.9016,62.9,up,
20.282,297,0.5994,0.4049,0.4785,0.4849,0.6524,0.9028,62.6,up,
20.357,298,0.5994,0.4055,0.4785,0.4849,0.6525,0.9031,62.8,up,
20.417,299,0.5994,0.4073,0.4787,0.4851,0.6534,0.9043,63.4,up,
20.507,300,0.5994,0.4076,0.4783,0.4851,0.6540,0.9071,63.6,up,
20.593,301,0.5996,0.4080,0.4782,0.4852,0.6541,0.9083,63.7,up,
20.655,302,0.5996,0.4080,0.4785,0.4856,0.6544,0.9099,63.6,up,
20.713,303,0.5995,0.4075,0.4787,0.4849,0.6543,0.9113,63.6,up,
20.771,304,0.5998,0.4068,0.4794,0.4849,0.6545,0.9113,63.2,up,
20.846,305,0.5972,0.4067,0.4785,0.4916,0.6544,0.9124,60.9,up,
20.923,306,0.5974,0.4068,0.4785,0.4937,0.6543,0.9123,60.3,up,
20.977,307,0.5974,0.4069,0.4777,0.4947,0.6540,0.9118,60.2,up,
21.046,308,0.5974,0.4079,0.4778,0.4991,0.6540,0.9117,59.1,up,
21.109,309,0.5981,0.4127,0.4773,0.5016,0.6543,0.9125,60.1,up,
21.185,310,0.5981,0.4129,0.4773,0.5032,0.6543,0.9133,59.6,up,
21.242,311,0.5989,0.4136,0.4789,0.5069,0.6543,0.9134,58.5,up,
21.312,312,0.5996,0.4140,0.4818,0.5083,0.6551,0.9129,57.7,up,
21.390,313,0.6002,0.4143,0.4823,0.5112,0.6558,0.9130,56.9,up,
21.447,314,0.6011,0.4141,0.4847,0.5113,0.6568,0.9089,56.6,up,
21.513,315,0.6012,0.4141,0.4853,0.5175,0.6574,0.9094,54.8,up,
21.574,316,0.6018,0.4145,0.4852,0.5193,0.6576,0.9099,54.5,up,
21.637,317,0.6020,0.4144,0.4856,0.5245,0.6577,0.9099,53.0,up,
21.714,318,0.6021,0.4136,0.4856,0.5258,0.6580,0.9107,52.5,up,
21.785,319,0.6026,0.4141,0.4857,0.5274,0.6582,0.9175,52.2,up,
21.843,320,0.6038,0.4141,0.4855,0.5272,0.6585,0.9175,52.5,up,
21.916,321,0.6044,0.4131,0.4851,0.5262,0.6586,0.9129,52.7,up,
